timestamp,user,source_ip,event_type,host,status,country
2026-07-01 16:16:00,user35,10.0.4.21,malware_alert,WS-006,failure,Internal
2026-07-01 16:39:00,user33,10.0.2.18,privilege_change,WS-006,success,Internal
2026-07-01 17:00:00,user39,10.0.1.28,privilege_change,WS-024,success,Internal
2026-07-01 17:37:00,user60,203.0.113.19,privilege_change,WS-020,success,BR
2026-07-01 18:05:00,user40,10.0.3.28,malware_alert,WS-042,failure,Internal
2026-07-01 18:31:00,user01,203.0.113.97,privilege_change,WS-120,success,US
2026-07-01 19:23:00,user08,198.51.100.97,privilege_change,WS-046,success,RU
2026-07-01 19:24:00,user47,198.51.100.13,malware_alert,WS-076,failure,NL
2026-07-01 19:47:00,user54,198.51.100.67,malware_alert,WS-102,failure,US
2026-07-01 20:16:00,user35,10.0.3.26,privilege_change,WS-022,success,Internal
2026-07-01 20:35:00,user31,198.51.100.61,malware_alert,WS-028,failure,US
2026-07-01 22:06:00,user51,10.0.1.22,privilege_change,WS-011,success,Internal
2026-07-01 22:33:00,user59,10.0.1.24,privilege_change,WS-013,success,Internal
2026-07-01 23:07:00,user13,10.0.1.12,malware_alert,WS-018,failure,Internal
2026-07-01 23:20:00,user22,10.0.4.15,malware_alert,WS-115,failure,Internal
2026-07-01 23:32:00,user52,198.51.100.72,privilege_change,WS-058,success,NL
2026-07-01 23:42:00,user37,10.0.4.11,privilege_change,WS-114,success,Internal
2026-07-02 00:25:00,user41,198.51.100.26,privilege_change,WS-103,success,DE
2026-07-02 00:56:00,user05,10.0.1.18,malware_alert,WS-022,failure,Internal
2026-07-02 01:20:00,user60,10.0.4.21,malware_alert,WS-031,failure,Internal
2026-07-02 02:37:00,user43,198.51.100.18,privilege_change,WS-058,success,US
2026-07-02 02:40:00,user35,10.0.3.15,malware_alert,WS-081,failure,Internal
2026-07-02 02:44:00,user54,10.0.4.16,privilege_change,WS-045,success,Internal
2026-07-02 04:45:00,user44,10.0.1.20,privilege_change,WS-057,success,Internal
2026-07-02 04:57:00,user18,10.0.2.29,privilege_change,WS-036,success,Internal
2026-07-02 05:24:00,user38,10.0.1.21,privilege_change,WS-115,success,Internal
2026-07-02 05:59:00,user31,203.0.113.59,malware_alert,WS-030,failure,US
2026-07-02 06:00:00,user42,10.0.3.26,malware_alert,WS-006,failure,Internal
2026-07-02 06:54:00,user35,10.0.3.13,malware_alert,WS-046,failure,Internal
2026-07-02 07:26:00,user29,10.0.2.18,malware_alert,WS-083,failure,Internal
2026-07-02 08:21:00,user17,198.51.100.71,privilege_change,WS-105,success,DE
2026-07-02 08:48:00,user05,10.0.2.23,malware_alert,WS-067,failure,Internal
2026-07-02 09:23:00,user12,10.0.1.14,malware_alert,WS-093,failure,Internal
2026-07-02 09:36:00,user26,203.0.113.66,privilege_change,WS-027,success,NL
2026-07-02 09:51:00,user24,10.0.1.22,malware_alert,WS-081,failure,Internal
2026-07-02 09:58:00,user34,198.51.100.47,malware_alert,WS-051,failure,NL
2026-07-02 11:07:00,user40,10.0.2.16,privilege_change,WS-035,success,Internal
2026-07-02 11:30:00,user15,198.51.100.73,malware_alert,WS-013,failure,BR
2026-07-02 12:21:00,user36,198.51.100.52,privilege_change,WS-099,success,DE
2026-07-02 14:06:00,user08,203.0.113.43,malware_alert,WS-081,failure,US
2026-07-02 15:13:00,user17,203.0.113.43,privilege_change,WS-093,success,DE
2026-07-02 15:38:00,user43,203.0.113.56,malware_alert,WS-012,failure,DE
2026-07-02 16:14:00,user23,198.51.100.27,malware_alert,WS-055,failure,RU
2026-07-02 16:30:00,user36,203.0.113.47,privilege_change,WS-071,success,DE
2026-07-02 17:03:00,user42,10.0.4.28,privilege_change,WS-101,success,Internal
2026-07-02 17:49:00,user22,10.0.1.27,malware_alert,WS-119,failure,Internal
2026-07-02 17:57:00,user49,10.0.3.15,privilege_change,WS-043,success,Internal
2026-07-02 18:11:00,user28,10.0.2.15,privilege_change,WS-049,success,Internal
2026-07-02 18:12:00,user09,10.0.3.19,malware_alert,WS-008,failure,Internal
2026-07-02 18:52:00,user22,10.0.3.14,privilege_change,WS-101,success,Internal
2026-07-02 19:42:00,user28,10.0.1.12,malware_alert,WS-115,failure,Internal
2026-07-02 20:04:00,user05,10.0.1.21,privilege_change,WS-083,success,Internal
2026-07-02 20:30:00,user55,203.0.113.62,privilege_change,WS-045,success,NL
2026-07-02 20:39:00,user15,203.0.113.46,privilege_change,WS-023,success,DE
2026-07-02 21:02:00,user49,203.0.113.10,privilege_change,WS-107,success,NL
2026-07-02 21:12:00,user46,198.51.100.60,malware_alert,WS-077,failure,RU
2026-07-02 21:27:00,user09,10.0.4.15,malware_alert,WS-019,failure,Internal
2026-07-02 21:57:00,user58,203.0.113.62,malware_alert,WS-059,failure,NL
2026-07-02 22:52:00,user53,198.51.100.51,privilege_change,WS-113,success,DE
2026-07-02 22:59:00,user51,10.0.2.19,malware_alert,WS-029,failure,Internal
2026-07-02 23:26:00,user32,10.0.4.16,privilege_change,WS-002,success,Internal
2026-07-02 23:27:00,user53,203.0.113.74,privilege_change,WS-061,success,NL
2026-07-02 23:35:00,user01,10.0.2.25,privilege_change,WS-114,success,Internal
2026-07-02 23:45:00,user41,10.0.4.20,malware_alert,WS-035,failure,Internal
2026-07-03 00:25:00,user20,198.51.100.35,privilege_change,WS-113,success,NL
2026-07-03 00:26:00,user29,10.0.3.12,privilege_change,WS-104,success,Internal
2026-07-03 00:55:00,user37,203.0.113.65,malware_alert,WS-115,failure,NL
2026-07-03 01:02:00,user50,10.0.3.13,malware_alert,WS-078,failure,Internal
2026-07-03 01:50:00,user52,198.51.100.82,malware_alert,WS-025,failure,RU
2026-07-03 02:22:00,user44,10.0.4.24,malware_alert,WS-022,failure,Internal
2026-07-03 03:24:00,user32,198.51.100.30,malware_alert,WS-015,failure,BR
2026-07-03 03:57:00,user36,10.0.2.22,malware_alert,WS-120,failure,Internal
2026-07-03 04:28:00,user15,10.0.3.18,privilege_change,WS-001,success,Internal
2026-07-03 04:56:00,user21,10.0.2.26,privilege_change,WS-067,success,Internal
2026-07-03 05:05:00,user31,10.0.1.12,privilege_change,WS-118,success,Internal
2026-07-03 05:09:00,user28,10.0.4.13,malware_alert,WS-113,failure,Internal
2026-07-03 05:30:00,user38,10.0.1.16,privilege_change,WS-100,success,Internal
2026-07-03 05:37:00,user13,10.0.1.10,malware_alert,WS-083,failure,Internal
2026-07-03 06:11:00,user34,203.0.113.77,privilege_change,WS-119,success,DE
2026-07-03 06:31:00,user02,10.0.3.11,malware_alert,WS-094,failure,Internal
2026-07-03 06:38:00,user01,198.51.100.80,privilege_change,WS-056,success,BR
2026-07-03 06:50:00,user50,198.51.100.67,privilege_change,WS-010,success,RU
2026-07-03 06:57:00,user02,10.0.4.11,malware_alert,WS-111,failure,Internal
2026-07-03 07:00:00,user02,10.0.4.18,privilege_change,WS-033,success,Internal
2026-07-03 07:11:00,user07,10.0.3.28,privilege_change,WS-035,success,Internal
2026-07-03 08:59:00,user17,203.0.113.16,privilege_change,WS-077,success,BR
2026-07-03 09:25:00,user39,10.0.1.18,privilege_change,WS-022,success,Internal
2026-07-03 09:29:00,user20,203.0.113.17,malware_alert,WS-101,failure,US
2026-07-03 09:47:00,user55,10.0.4.23,malware_alert,WS-016,failure,Internal
2026-07-03 10:14:00,user43,10.0.3.20,privilege_change,WS-064,success,Internal
2026-07-03 10:21:00,user39,10.0.4.13,privilege_change,WS-068,success,Internal
2026-07-03 10:41:00,user45,10.0.2.26,malware_alert,WS-062,failure,Internal
2026-07-03 11:19:00,user43,198.51.100.42,malware_alert,WS-039,failure,US
2026-07-03 12:15:00,user03,10.0.3.23,privilege_change,WS-083,success,Internal
2026-07-03 12:22:00,user15,10.0.3.28,privilege_change,WS-038,success,Internal
2026-07-03 13:38:00,user08,10.0.4.23,privilege_change,WS-104,success,Internal
2026-07-03 15:16:00,user06,198.51.100.85,privilege_change,WS-039,success,US
2026-07-03 15:21:00,user40,198.51.100.23,privilege_change,WS-073,success,NL
2026-07-03 15:28:00,user29,203.0.113.77,privilege_change,WS-088,success,RU
2026-07-03 16:11:00,user31,10.0.1.26,privilege_change,WS-077,success,Internal
2026-07-03 16:16:00,user02,10.0.1.28,privilege_change,WS-054,success,Internal
2026-07-03 16:48:00,user35,198.51.100.91,malware_alert,WS-042,failure,BR
2026-07-03 16:55:00,user24,10.0.4.10,privilege_change,WS-053,success,Internal
2026-07-03 16:56:00,user47,10.0.1.21,privilege_change,WS-012,success,Internal
2026-07-03 17:45:00,user55,10.0.3.24,privilege_change,WS-120,success,Internal
2026-07-03 17:59:00,user51,10.0.4.18,privilege_change,WS-112,success,Internal
2026-07-03 18:13:00,user50,203.0.113.88,malware_alert,WS-099,failure,BR
2026-07-03 19:14:00,user57,203.0.113.56,privilege_change,WS-023,success,NL
2026-07-03 19:44:00,user03,203.0.113.14,privilege_change,WS-024,success,US
2026-07-03 19:48:00,user41,10.0.3.16,privilege_change,WS-048,success,Internal
2026-07-03 19:57:00,user32,198.51.100.70,malware_alert,WS-049,failure,NL
2026-07-03 19:58:00,user54,10.0.4.21,privilege_change,WS-017,success,Internal
2026-07-03 20:06:00,user58,203.0.113.60,privilege_change,WS-111,success,RU
2026-07-03 21:04:00,user24,10.0.4.21,malware_alert,WS-011,failure,Internal
2026-07-03 21:34:00,user52,10.0.2.18,privilege_change,WS-104,success,Internal
2026-07-03 21:37:00,user22,10.0.1.16,privilege_change,WS-118,success,Internal
2026-07-03 22:50:00,user23,10.0.4.26,privilege_change,WS-094,success,Internal
2026-07-03 23:24:00,user29,10.0.4.21,privilege_change,WS-065,success,Internal
2026-07-04 00:29:00,user03,203.0.113.98,privilege_change,WS-071,success,NL
2026-07-04 00:54:00,user19,10.0.1.27,privilege_change,WS-046,success,Internal
2026-07-04 00:55:00,user56,10.0.2.14,privilege_change,WS-064,success,Internal
2026-07-04 01:24:00,user27,10.0.3.24,privilege_change,WS-110,success,Internal
2026-07-04 01:46:00,user36,198.51.100.85,privilege_change,WS-115,success,DE
2026-07-04 02:00:00,user07,10.0.4.16,privilege_change,WS-004,success,Internal
2026-07-04 02:02:00,user11,10.0.2.18,privilege_change,WS-067,success,Internal
2026-07-04 02:47:00,user44,10.0.3.12,privilege_change,WS-049,success,Internal
2026-07-04 03:40:00,user58,10.0.4.28,privilege_change,WS-105,success,Internal
2026-07-04 04:21:00,user45,198.51.100.95,malware_alert,WS-030,failure,DE
2026-07-04 04:41:00,user16,10.0.3.28,malware_alert,WS-107,failure,Internal
2026-07-04 05:21:00,user58,203.0.113.32,privilege_change,WS-080,success,DE
2026-07-04 05:31:00,user02,10.0.1.24,malware_alert,WS-044,failure,Internal
2026-07-04 06:34:00,user03,10.0.1.10,privilege_change,WS-023,success,Internal
2026-07-04 07:59:00,user30,10.0.2.28,malware_alert,WS-082,failure,Internal
2026-07-04 08:05:00,user56,203.0.113.13,privilege_change,WS-036,success,RU
2026-07-04 08:18:00,user12,198.51.100.86,privilege_change,WS-100,success,RU
2026-07-04 08:49:00,user19,203.0.113.67,malware_alert,WS-055,failure,RU
2026-07-04 09:44:00,user28,203.0.113.14,privilege_change,WS-051,success,RU
2026-07-04 09:47:00,user38,198.51.100.85,privilege_change,WS-087,success,DE
2026-07-04 09:59:00,user52,10.0.4.25,malware_alert,WS-021,failure,Internal
2026-07-04 11:07:00,user09,10.0.3.26,privilege_change,WS-022,success,Internal
2026-07-04 11:30:00,user53,10.0.2.11,privilege_change,WS-034,success,Internal
2026-07-04 12:59:00,user12,10.0.1.15,privilege_change,WS-060,success,Internal
2026-07-04 13:41:00,user56,203.0.113.64,malware_alert,WS-086,failure,DE
2026-07-04 13:52:00,user53,10.0.1.19,privilege_change,WS-038,success,Internal
2026-07-04 14:47:00,user21,10.0.3.23,privilege_change,WS-060,success,Internal
2026-07-04 14:51:00,user57,10.0.2.11,privilege_change,WS-019,success,Internal
2026-07-04 16:41:00,user27,10.0.2.17,privilege_change,WS-054,success,Internal
2026-07-04 16:51:00,user43,10.0.2.20,malware_alert,WS-079,failure,Internal
2026-07-04 17:52:00,user33,10.0.2.25,privilege_change,WS-039,success,Internal
2026-07-04 18:39:00,user52,203.0.113.79,privilege_change,WS-116,success,BR
2026-07-04 18:40:00,user37,10.0.3.21,malware_alert,WS-054,failure,Internal
2026-07-04 19:00:00,user19,198.51.100.79,privilege_change,WS-079,success,RU
2026-07-04 19:25:00,user43,198.51.100.90,malware_alert,WS-075,failure,US
2026-07-04 20:51:00,user19,10.0.1.15,privilege_change,WS-076,success,Internal
2026-07-04 20:55:00,user32,10.0.2.18,malware_alert,WS-048,failure,Internal
2026-07-04 21:08:00,user36,203.0.113.27,privilege_change,WS-016,success,RU
2026-07-04 21:23:00,user36,10.0.1.23,privilege_change,WS-088,success,Internal
2026-07-04 21:24:00,user10,198.51.100.79,privilege_change,WS-114,success,US
2026-07-04 21:36:00,user47,10.0.4.11,malware_alert,WS-038,failure,Internal
2026-07-04 22:01:00,user16,10.0.1.23,malware_alert,WS-084,failure,Internal
2026-07-04 22:07:00,user45,10.0.1.28,privilege_change,WS-076,success,Internal
2026-07-04 22:48:00,user43,10.0.4.11,privilege_change,WS-113,success,Internal
2026-07-04 23:15:00,user17,10.0.2.12,privilege_change,WS-046,success,Internal
2026-07-05 00:04:00,user40,203.0.113.40,privilege_change,WS-099,success,DE
2026-07-05 00:49:00,user50,10.0.1.28,privilege_change,WS-080,success,Internal
2026-07-05 02:01:00,user05,10.0.1.27,privilege_change,WS-080,success,Internal
2026-07-05 02:37:00,user32,203.0.113.16,privilege_change,WS-049,success,BR
2026-07-05 03:52:00,user58,10.0.3.15,privilege_change,WS-002,success,Internal
2026-07-05 04:37:00,user50,10.0.2.22,malware_alert,WS-039,failure,Internal
2026-07-05 05:11:00,user03,203.0.113.26,malware_alert,WS-032,failure,DE
2026-07-05 05:13:00,user40,198.51.100.75,privilege_change,WS-044,success,DE
2026-07-05 06:29:00,user35,10.0.4.28,malware_alert,WS-026,failure,Internal
2026-07-05 06:43:00,user57,198.51.100.18,privilege_change,WS-111,success,US
2026-07-05 06:45:00,user51,198.51.100.55,privilege_change,WS-036,success,NL
2026-07-05 06:52:00,user55,203.0.113.86,malware_alert,WS-012,failure,BR
2026-07-05 07:24:00,user18,10.0.2.14,privilege_change,WS-025,success,Internal
2026-07-05 07:53:00,user43,10.0.3.19,privilege_change,WS-082,success,Internal
2026-07-05 08:15:00,user28,203.0.113.20,privilege_change,WS-068,success,US
2026-07-05 08:42:00,user31,10.0.1.10,malware_alert,WS-029,failure,Internal
2026-07-05 09:32:00,user03,198.51.100.19,privilege_change,WS-072,success,NL
2026-07-05 09:57:00,user08,198.51.100.53,malware_alert,WS-095,failure,NL
2026-07-05 10:25:00,user35,198.51.100.55,privilege_change,WS-013,success,RU
2026-07-05 10:27:00,user25,198.51.100.21,privilege_change,WS-100,success,NL
2026-07-05 11:49:00,user44,10.0.4.16,privilege_change,WS-066,success,Internal
2026-07-05 12:00:00,user53,10.0.3.27,malware_alert,WS-009,failure,Internal
2026-07-05 12:23:00,user09,10.0.4.14,privilege_change,WS-029,success,Internal
2026-07-05 12:33:00,user52,198.51.100.41,privilege_change,WS-062,success,DE
2026-07-05 13:55:00,user01,203.0.113.36,privilege_change,WS-014,success,RU
2026-07-05 15:09:00,user41,198.51.100.87,malware_alert,WS-092,failure,BR
2026-07-05 15:31:00,user34,198.51.100.99,privilege_change,WS-048,success,RU
2026-07-05 15:41:00,user54,198.51.100.16,privilege_change,WS-040,success,NL
2026-07-05 16:49:00,user08,10.0.2.12,malware_alert,WS-079,failure,Internal
2026-07-05 16:56:00,user38,203.0.113.56,privilege_change,WS-104,success,NL
2026-07-05 17:12:00,user53,10.0.2.11,malware_alert,WS-027,failure,Internal
2026-07-05 18:41:00,user22,203.0.113.58,privilege_change,WS-105,success,NL
2026-07-05 19:48:00,user38,10.0.1.12,privilege_change,WS-053,success,Internal
2026-07-05 19:48:00,user13,10.0.2.18,malware_alert,WS-073,failure,Internal
2026-07-05 20:03:00,user36,203.0.113.18,privilege_change,WS-031,success,DE
2026-07-05 20:22:00,user05,10.0.4.10,privilege_change,WS-093,success,Internal
2026-07-05 21:26:00,user34,10.0.1.25,privilege_change,WS-068,success,Internal
2026-07-05 22:23:00,user44,10.0.3.26,privilege_change,WS-057,success,Internal
2026-07-05 22:33:00,user13,10.0.2.23,privilege_change,WS-076,success,Internal
2026-07-05 22:49:00,user03,198.51.100.39,privilege_change,WS-048,success,NL
2026-07-06 00:09:00,user03,10.0.4.21,privilege_change,WS-025,success,Internal
2026-07-06 00:55:00,user59,10.0.3.27,privilege_change,WS-016,success,Internal
2026-07-06 02:41:00,user35,198.51.100.75,privilege_change,WS-097,success,RU
2026-07-06 03:00:00,user28,203.0.113.41,privilege_change,WS-067,success,US
2026-07-06 03:05:00,user14,10.0.4.27,privilege_change,WS-113,success,Internal
2026-07-06 03:07:00,user55,198.51.100.58,malware_alert,WS-055,failure,US
2026-07-06 03:12:00,user48,10.0.3.11,malware_alert,WS-095,failure,Internal
2026-07-06 06:42:00,user02,10.0.4.21,privilege_change,WS-115,success,Internal
2026-07-06 06:56:00,user56,10.0.4.12,privilege_change,WS-086,success,Internal
2026-07-06 06:59:00,user17,10.0.1.18,malware_alert,WS-052,failure,Internal
2026-07-06 07:19:00,user24,198.51.100.28,malware_alert,WS-031,failure,RU
2026-07-06 08:04:00,user19,10.0.3.19,malware_alert,WS-059,failure,Internal
2026-07-06 08:09:00,user27,10.0.1.11,malware_alert,WS-110,failure,Internal
2026-07-06 08:41:00,user38,10.0.4.10,privilege_change,WS-002,success,Internal
2026-07-06 09:24:00,user24,198.51.100.43,malware_alert,WS-060,failure,DE
2026-07-06 10:56:00,user53,203.0.113.68,privilege_change,WS-095,success,NL
2026-07-06 11:43:00,user05,10.0.1.10,privilege_change,WS-043,success,Internal
2026-07-06 12:11:00,user17,10.0.1.21,privilege_change,WS-019,success,Internal
2026-07-06 12:54:00,user04,10.0.2.27,privilege_change,WS-109,success,Internal
2026-07-06 13:00:00,user45,10.0.2.24,privilege_change,WS-095,success,Internal
2026-07-06 13:44:00,user15,10.0.2.29,privilege_change,WS-100,success,Internal
2026-07-06 14:04:00,user13,10.0.3.18,malware_alert,WS-059,failure,Internal
2026-07-06 14:13:00,user39,203.0.113.68,privilege_change,WS-013,success,DE
2026-07-06 14:14:00,user20,10.0.2.22,malware_alert,WS-109,failure,Internal
2026-07-06 14:57:00,user48,10.0.1.17,privilege_change,WS-022,success,Internal
2026-07-06 16:56:00,user48,10.0.4.24,malware_alert,WS-016,failure,Internal
2026-07-06 16:56:00,user57,10.0.1.26,malware_alert,WS-076,failure,Internal
2026-07-06 17:12:00,user18,198.51.100.17,privilege_change,WS-118,success,NL
2026-07-06 18:28:00,user09,10.0.3.20,malware_alert,WS-034,failure,Internal
2026-07-06 19:19:00,user18,203.0.113.90,malware_alert,WS-003,failure,NL
2026-07-06 19:53:00,user54,198.51.100.20,malware_alert,WS-086,failure,RU
2026-07-06 19:55:00,user08,10.0.3.12,privilege_change,WS-053,success,Internal
2026-07-06 20:06:00,user03,203.0.113.10,privilege_change,WS-020,success,NL
2026-07-06 20:50:00,user52,203.0.113.74,malware_alert,WS-053,failure,BR
2026-07-06 20:56:00,user26,10.0.3.24,malware_alert,WS-032,failure,Internal
2026-07-06 21:01:00,user39,10.0.1.11,privilege_change,WS-065,success,Internal
2026-07-06 21:04:00,user30,10.0.3.22,malware_alert,WS-037,failure,Internal
2026-07-06 21:20:00,user34,10.0.4.11,malware_alert,WS-025,failure,Internal
2026-07-06 21:46:00,user50,203.0.113.63,privilege_change,WS-106,success,DE
2026-07-06 22:06:00,user34,10.0.2.15,malware_alert,WS-069,failure,Internal
2026-07-06 22:17:00,user21,10.0.4.11,privilege_change,WS-041,success,Internal
2026-07-06 22:18:00,user17,198.51.100.29,malware_alert,WS-034,failure,NL
2026-07-06 22:21:00,user30,10.0.4.29,privilege_change,WS-034,success,Internal
2026-07-06 23:10:00,user26,10.0.1.17,malware_alert,WS-027,failure,Internal
2026-07-07 00:37:00,user51,198.51.100.52,privilege_change,WS-085,success,BR
2026-07-07 01:53:00,user23,10.0.4.11,malware_alert,WS-099,failure,Internal
2026-07-07 02:00:00,user24,10.0.2.24,privilege_change,WS-093,success,Internal
2026-07-07 02:15:00,user32,10.0.3.17,malware_alert,WS-081,failure,Internal
2026-07-07 02:42:00,user02,10.0.3.12,privilege_change,WS-097,success,Internal
2026-07-07 02:58:00,user54,198.51.100.29,malware_alert,WS-102,failure,RU
2026-07-07 03:14:00,user24,203.0.113.93,malware_alert,WS-066,failure,DE
2026-07-07 04:33:00,user15,10.0.4.23,privilege_change,WS-109,success,Internal
2026-07-07 06:04:00,user14,10.0.4.29,privilege_change,WS-058,success,Internal
2026-07-07 06:53:00,user53,10.0.4.20,privilege_change,WS-006,success,Internal
2026-07-07 06:57:00,user25,198.51.100.66,malware_alert,WS-072,failure,DE
2026-07-07 08:28:00,user26,10.0.2.28,malware_alert,WS-001,failure,Internal
2026-07-07 08:52:00,user56,198.51.100.65,privilege_change,WS-008,success,BR
2026-07-07 09:39:00,user59,203.0.113.54,privilege_change,WS-013,success,US
2026-07-07 09:43:00,user46,10.0.2.10,privilege_change,WS-088,success,Internal
2026-07-07 10:01:00,user20,10.0.1.20,privilege_change,WS-099,success,Internal
2026-07-07 11:15:00,user52,203.0.113.52,privilege_change,WS-005,success,DE
2026-07-07 11:33:00,user51,203.0.113.66,malware_alert,WS-112,failure,DE
2026-07-07 12:12:00,user47,203.0.113.98,malware_alert,WS-114,failure,DE
2026-07-07 12:59:00,user24,203.0.113.15,malware_alert,WS-066,failure,DE
2026-07-07 13:23:00,user01,10.0.4.29,privilege_change,WS-032,success,Internal
2026-07-07 13:27:00,user32,10.0.1.13,malware_alert,WS-065,failure,Internal
2026-07-07 14:15:00,user18,10.0.4.16,privilege_change,WS-050,success,Internal
2026-07-07 14:18:00,user06,10.0.2.15,privilege_change,WS-100,success,Internal
2026-07-07 15:21:00,user60,203.0.113.73,privilege_change,WS-048,success,BR
2026-07-07 15:34:00,user32,203.0.113.78,privilege_change,WS-006,success,US
2026-07-07 15:35:00,user44,10.0.4.23,privilege_change,WS-060,success,Internal
2026-07-07 15:57:00,user38,10.0.2.28,malware_alert,WS-065,failure,Internal
2026-07-07 16:12:00,user11,198.51.100.79,malware_alert,WS-048,failure,RU
2026-07-07 16:19:00,user25,203.0.113.33,privilege_change,WS-012,success,DE
2026-07-07 16:44:00,user18,10.0.2.23,privilege_change,WS-021,success,Internal
2026-07-07 16:47:00,user05,10.0.2.18,malware_alert,WS-005,failure,Internal
2026-07-07 17:11:00,user41,10.0.2.18,malware_alert,WS-089,failure,Internal
2026-07-07 17:58:00,user10,10.0.2.13,malware_alert,WS-065,failure,Internal
2026-07-07 18:07:00,user27,10.0.3.17,malware_alert,WS-018,failure,Internal
2026-07-07 19:38:00,user52,10.0.1.28,privilege_change,WS-037,success,Internal
2026-07-07 20:27:00,user30,10.0.4.17,privilege_change,WS-109,success,Internal
2026-07-07 20:37:00,user48,10.0.3.17,privilege_change,WS-100,success,Internal
2026-07-07 21:29:00,user09,10.0.3.17,privilege_change,WS-074,success,Internal
2026-07-07 22:25:00,user08,10.0.3.27,malware_alert,WS-074,failure,Internal
2026-07-07 22:28:00,user14,198.51.100.30,privilege_change,WS-016,success,RU
2026-07-07 23:25:00,user44,198.51.100.75,malware_alert,WS-071,failure,US
2026-07-07 23:31:00,user33,198.51.100.65,privilege_change,WS-015,success,DE
2026-07-08 00:12:00,user30,10.0.2.25,privilege_change,WS-032,success,Internal
2026-07-08 00:25:00,user04,10.0.1.21,malware_alert,WS-014,failure,Internal
2026-07-08 00:27:00,user54,10.0.2.11,privilege_change,WS-002,success,Internal
2026-07-08 00:28:00,user47,198.51.100.77,privilege_change,WS-066,success,DE
2026-07-08 01:19:00,user60,198.51.100.37,malware_alert,WS-118,failure,NL
2026-07-08 01:31:00,user50,203.0.113.82,privilege_change,WS-053,success,US
2026-07-08 01:54:00,user45,203.0.113.54,malware_alert,WS-046,failure,RU
2026-07-08 02:34:00,user23,10.0.2.14,malware_alert,WS-063,failure,Internal
2026-07-08 04:10:00,user11,203.0.113.91,malware_alert,WS-034,failure,DE
2026-07-08 05:14:00,user60,10.0.3.22,malware_alert,WS-017,failure,Internal
2026-07-08 05:22:00,user57,198.51.100.93,privilege_change,WS-032,success,BR
2026-07-08 06:29:00,user49,198.51.100.73,malware_alert,WS-064,failure,NL
2026-07-08 06:33:00,user40,10.0.1.18,privilege_change,WS-010,success,Internal
2026-07-08 06:44:00,user42,10.0.2.25,malware_alert,WS-054,failure,Internal
2026-07-08 07:40:00,user39,203.0.113.51,privilege_change,WS-092,success,US
2026-07-08 07:45:00,user31,10.0.4.26,privilege_change,WS-018,success,Internal
2026-07-08 09:00:00,user46,10.0.4.20,privilege_change,WS-079,success,Internal
2026-07-08 09:01:00,user44,198.51.100.52,privilege_change,WS-031,success,RU
2026-07-08 09:17:00,user53,10.0.1.19,malware_alert,WS-118,failure,Internal
2026-07-08 09:56:00,user25,198.51.100.46,privilege_change,WS-066,success,NL
2026-07-08 10:08:00,user17,198.51.100.10,malware_alert,WS-027,failure,DE
